iteration,loss,learning_rate,vacf_rmse,full_vacf_rmse,regularization,memory_second_diff,filter_first_diff,filter_second_diff,filter_tail,filter_norm
151,0.0005992934784094967,0.003,0.024480471368204835,0.02449272079172255,0.0,0.00025586679813582544,1.6460743358225596e-06,8.774119186512413e-07,0.0,1.0053049316900657
152,0.0006083587956090238,0.003,0.02466493048052282,0.024677272202826554,0.0,0.0002568070760120337,1.6461626247806194e-06,8.774123628255806e-07,0.0,1.005490610056189
153,0.0006055384737138771,0.003,0.02460769135278393,0.02462000443404122,0.0,0.00025699614751182486,1.646536591504795e-06,8.774130195667765e-07,0.0,1.0050687214835194
154,0.0005920409553089552,0.003,0.02433189173305181,0.024344066810988108,0.0,0.00025656560424287654,1.647102384519875e-06,8.77413805877835e-07,0.0,1.0043910478356575
155,0.0005754784799269085,0.003,0.023989132538024555,0.024001136107721435,0.0,0.00025587509174930496,1.6476960460679968e-06,8.774145942281606e-07,0.0,1.0037127554670098
156,0.0005647661638564945,0.003,0.023764809358723972,0.02377670068263985,0.0,0.0002551849450208805,1.6481656038895925e-06,8.774152546357915e-07,0.0,1.0030967691740291
157,0.0005631692508552023,0.003,0.023731187303950938,0.023743061804220644,0.0,0.00025455902036338433,1.6484408634546325e-06,8.774157301476877e-07,0.0,1.0025538540831067
158,0.0005653722611191487,0.003,0.023777557930097632,0.0237894556330839,0.0,0.0002540081138047633,1.6485389083218154e-06,8.774160689987203e-07,0.0,1.002190873246727
159,0.0005649738234061947,0.003,0.023769178012842486,0.023781071522725034,0.0,0.00025364001488953466,1.6485079977831634e-06,8.774163642958974e-07,0.0,1.002199522568782
160,0.0005626720682287173,0.003,0.02372070969066308,0.023732578948193753,0.0,0.00025364778074888044,1.6483825493347475e-06,8.7741668098286e-07,0.0,1.0027073473394001
161,0.0005639907777984253,0.003,0.023748490010912806,0.023760373169029916,0.0,0.00025416039533912924,1.6481988683944902e-06,8.774170564037476e-07,0.0,1.003629622191513
