iteration,loss,learning_rate,vacf_rmse,full_vacf_rmse,regularization,memory_second_diff,filter_first_diff,filter_second_diff,filter_tail,filter_norm
152,0.0019563320053662533,0.003,0.044230442066140976,0.04425257388742394,0.0,0.00021106273369199746,1.0964937080782792e-06,2.9089971410281107e-07,0.0,0.9568968313955378
153,0.00194050060107358,0.003,0.04405111350549019,0.044073155595188526,0.0,0.00021087276518075448,1.0967195405639045e-06,2.909040913151898e-07,0.0,0.9567025268672354
154,0.0019251800847355006,0.003,0.043876874144992375,0.043898829049616214,0.0,0.00021070119768810345,1.0969373358903558e-06,2.9090840860561405e-07,0.0,0.9565308606178701
155,0.0019104690239693993,0.003,0.0437089124089058,0.0437307832696234,0.0,0.00021054964363070974,1.0971573937831885e-06,2.9091268696489817e-07,0.0,0.9563824747272941
156,0.0018964379103851377,0.003,0.0435481102963738,0.04356990069568405,0.0,0.00021041864716623743,1.0973888664528119e-06,2.909169440001971e-07,0.0,0.9562568831397378
157,0.0018831237024983624,0.003,0.04339497323997749,0.04341668701328525,0.0,0.00021030776307683923,1.097639093736562e-06,2.9092119255054865e-07,0.0,0.956152620999292
158,0.0018705287199975535,0.003,0.04324960947797741,0.043271250514847294,0.0,0.00021021568911762273,1.0979131029349965e-06,2.909254397370217e-07,0.0,0.9560674358399102
159,0.0018586230920349268,0.003,0.043111751205847884,0.04313332326184173,0.0,0.00021014043414597583,1.0982133141525588e-06,2.909296865185198e-07,0.0,0.9559984994706971
160,0.0018473496851472207,0.003,0.0429808060085804,0.0430023125428302,0.0,0.00021007950375394584,1.098539471251012e-06,2.909339277746876e-07,0.0,0.955942620937589
161,0.0018366304703135836,0.003,0.04285592689831342,0.042877370946139366,0.0,0.00021003008653898685,1.0988887967862143e-06,2.909381528886594e-07,0.0,0.9558964444750594
162,0.0018263735393581984,0.003,0.04273609176513686,0.042757475850420563,0.0,0.0002099892272150748,1.09925634874266e-06,2.9094234675916357e-07,0.0,0.9558566211717657
